ID_firm_anonym,weights1_all_sample,weights2_3600,weights2_all,lis_e34
F0904,4.65797185897827,7.45492124557495,5.90105056762695,70000
F0905,5.0904974937439,8.14716339111328,6.44900512695313,20000
F0906,4.52488708496094,7.24192333221436,5.73244905471802,80000
F0907,2.26244354248047,3.62096166610718,2.86622452735901,24000
F0911,2.26244354248047,3.62096166610718,2.86622452735901,30000
F0913,20,32.0093002319336,25.337423324585,44000
F0914,5.46558713912964,8.74748134613037,6.92419481277466,50000
F0916,5.57275581359863,8.91900062561035,7.05996370315552,60000
F0917,22.3076915740967,35.7026824951172,28.2609729766846,50000
F0918,2.26244354248047,3.62096166610718,2.86622452735901,70000
F0919,2.82258057594299,4.29813718795776,3.61913704872131,30000
F0921,10,16.0046501159668,12.6687116622925,26000
F0922,5.46558713912964,8.74748134613037,6.92419481277466,100000
F0924,5.9210524559021,9.47643756866455,7.50121116638184,60000
F0925,2.41935467720032,3.68411755561829,3.10211753845215,30000
F0926,2.41935467720032,3.68411755561829,3.10211753845215,30000
F0928,4.85829925537109,7.77553844451904,6.15483951568604,30000
F0929,3.67647051811218,5.88406229019165,4.65761470794678,20000
F0935,2.26244354248047,3.62096166610718,2.86622452735901,106000
F0943,3.22580647468567,4.91215658187866,4.13615655899048,20000
F0945,5.72755432128906,9.16675090789795,7.25607347488403,35000
F0950,2.71493220329285,4.34515428543091,3.43946933746338,20000
F0953,2.82258057594299,4.29813718795776,3.61913704872131,20000
F0954,2.71493220329285,4.34515428543091,3.43946933746338,12000
F0961,3.22580647468567,4.91215658187866,4.13615655899048,50000
F0965,3.22580647468567,4.91215658187866,4.13615655899048,120000
F0968,2.68817186355591,4.09346389770508,3.44679713249207,10000
F0970,3.6199095249176,5.79353857040405,4.58595895767212,40000
F0971,2.82258057594299,4.29813718795776,3.61913704872131,50000
F0972,2.68817186355591,4.09346389770508,3.44679713249207,80000
F0973,4.07239818572998,6.51773071289063,5.15920352935791,100000
F0977,4.65587043762207,7.45155811309814,5.89838838577271,40000
F0986,4.12563180923462,6.60293006896973,5.22664451599121,20000
F0988,20,32.0093002319336,25.337423324585,30000
F0991,20,32.0093002319336,25.337423324585,15000
F0992,16.153844833374,25.8536643981934,20.4648418426514,14000
F0994,4.79876136779785,7.68025016784668,6.07941293716431,40000
F0996,3.02419328689575,4.60514688491821,3.87764668464661,20000
F1001,2.71493220329285,4.34515428543091,3.43946933746338,240000
F1002,2.99539160728455,4.56128835678101,3.84071683883667,90000
F1003,10,16.0046501159668,12.6687116622925,16000
F1008,4.35085296630859,6.96338796615601,5.51197052001953,60000
F1011,3.82875061035156,6.1277813911438,4.85053396224976,20000
F1014,5.04698896408081,8.07752990722656,6.39388513565063,50000
F1016,5.59210538864136,8.94996929168701,7.08447742462158,100000
F1017,3.22580647468567,4.91215658187866,4.13615655899048,30000
F1019,2.26244354248047,3.62096166610718,2.86622452735901,10000
F1020,4.27631568908691,6.84409379959106,5.41754102706909,11500
F1022,2.99539160728455,4.56128835678101,3.84071683883667,40000
F1024,2.41935467720032,3.68411755561829,3.10211753845215,36000
F1026,3.22580647468567,4.91215658187866,4.13615655899048,100000
F1027,5.06072902679443,8.09951972961426,6.41129207611084,87000
F1028,5.87044525146484,9.39544296264648,7.43709850311279,18000
F1029,20,32.0093002319336,25.337423324585,78000
F1030,5.37330293655396,8.5997838973999,6.8072829246521,25000
F1031,5.72265100479126,9.15890312194824,7.24986171722412,200000
F1032,4.12563180923462,6.60293006896973,5.22664451599121,17000
F1035,3.22580647468567,4.91215658187866,4.13615655899048,200000
F1044,3.22580647468567,4.91215658187866,4.13615655899048,40000
F1046,2.41935467720032,3.68411755561829,3.10211753845215,30000
F1047,2.26244354248047,3.62096166610718,2.86622452735901,10000
F1048,4.52488708496094,7.24192333221436,5.73244905471802,20000
F1051,4.69892072677612,7.52045869827271,5.9529275894165,360000
F1057,6.8111457824707,10.9010009765625,8.62884426116943,30000
F1059,5.98882055282593,9.58489799499512,7.58706474304199,149000
F1064,2.26244354248047,3.62096166610718,2.86622452735901,24000
F1065,5.9210524559021,9.47643756866455,7.50121116638184,30000
F1067,20,32.0093002319336,25.337423324585,12000
F1069,20,32.0093002319336,25.337423324585,28000
F1077,4.95356035232544,7.92800045013428,6.27552318572998,56000
F1082,2.41935467720032,3.68411755561829,3.10211753845215,60000
F1084,20,32.0093002319336,25.337423324585,60000
F1089,5.26315784454346,8.42350006103516,6.66774320602417,48000
F1096,4.95356035232544,7.92800045013428,6.27552318572998,20000
F1098,3.22580647468567,4.91215658187866,4.13615655899048,20000
F1100,23.0769233703613,36.9338073730469,29.2354888916016,20000
F1104,4.79876136779785,7.68025016784668,6.07941293716431,15000
F1108,2.82258057594299,4.29813718795776,3.61913704872131,50000
F1110,2.26244354248047,3.62096166610718,2.86622452735901,45000
F1114,2.9032256603241,4.42094087600708,3.72254085540771,35000
F1115,4.25871706008911,6.81592798233032,5.39524602890015,70000
F1121,2.63157892227173,4.21175003051758,3.33387160301209,40000
F1123,5.98882055282593,9.58489799499512,7.58706474304199,30000
F1125,20,32.0093002319336,25.337423324585,50000
F1127,4.07239818572998,6.51773071289063,5.15920352935791,120000
F1134,4.73684215545654,7.58115005493164,6.00096845626831,15000
F1135,24.1176471710205,38.5994529724121,30.5539531707764,30000
F1137,5.72265100479126,9.15890312194824,7.24986171722412,40000
F1141,17.6923084259033,28.3159217834473,22.413875579834,50000
F1145,18.235294342041,29.1849498748779,23.1017684936523,20000
F1147,2.63157892227173,4.21175003051758,3.33387160301209,320000
F1150,3.22580647468567,4.91215658187866,4.13615655899048,13000
F1152,17.4999980926514,28.0081367492676,22.1702442169189,200000
F1153,2.41935467720032,3.68411755561829,3.10211753845215,70000
F1158,2.68817186355591,4.09346389770508,3.44679713249207,50000
F1159,6.8111457824707,10.9010009765625,8.62884426116943,20000
F1161,5.87044525146484,9.39544296264648,7.43709850311279,60000
F1162,3.22580647468567,4.91215658187866,4.13615655899048,20000
F1163,17.9999980926514,28.8083686828613,22.8036804199219,15000
F1164,4.52488708496094,7.24192333221436,5.73244905471802,20000
F1165,4.24208116531372,6.78930282592773,5.37417078018188,100000
F1166,17.6923084259033,28.3159217834473,22.413875579834,10000
F1167,5.26315784454346,8.42350006103516,6.66774320602417,25000
F1169,7.12074327468872,11.3965005874634,9.02106475830078,30000
F1170,4.07239818572998,6.51773071289063,5.15920352935791,15000
F1175,4.45344161987305,7.12757778167725,5.64193677902222,90000
F1185,4.92414140701294,7.88091659545898,6.23825311660767,10000
F1186,5.26315784454346,8.42350006103516,6.66774320602417,10000
F1187,3.65471625328064,5.84924554824829,4.63005447387695,91000
F1189,2.26244354248047,3.62096166610718,2.86622452735901,42000
F1190,3.22580647468567,4.91215658187866,4.13615655899048,20000
F1193,4.95356035232544,7.92800045013428,6.27552318572998,12000
F1202,2.26244354248047,3.62096166610718,2.86622452735901,37000
F1203,10,16.0046501159668,12.6687116622925,12000
F1207,9.44272518157959,15.1127510070801,11.9627161026001,80000
F1208,3.95927572250366,6.33668279647827,5.01589250564575,15000
F1209,4.52488708496094,7.24192333221436,5.73244905471802,72000
F1210,2.82258057594299,4.29813718795776,3.61913704872131,15000
F1212,3.22580647468567,4.91215658187866,4.13615655899048,60000
F1217,9.44902801513672,15.1228399276733,11.9707021713257,15000
